Country,Indicator,Last,Previous,Highest,Lowest,Date
Lesotho,Current Account to GDP,-6.7,-3.8,14.65,-39.67,percent of GDP
Lesotho,Exports,4517,4303,5050,597,LSL Million
Lesotho,Imports,7415,8217,8217,1587,LSL Million
Lesotho,External Debt,18644,18839,18839,0,LSL Million
Lesotho,Terrorism Index,0,0,1.47,0,Points
Lesotho,Government Debt to GDP,59.9,57.6,88.66,36.9,percent of GDP
Lesotho,Government Budget,-2.2,-2,11.6,-9.5,percent of GDP
Lesotho,Corruption Index,39,37,49,32,Points
Lesotho,Corruption Rank,93,99,99,55,
Lesotho,Credit Rating,30,,,,
Lesotho,Military Expenditure,34,34.7,70.7,2.3,USD Million
Lesotho,Corporate Tax Rate,25,25,35,25,percent
Lesotho,Personal Income Tax Rate,30,30,35,30,percent
Lesotho,Sales Tax Rate,15,15,15,14,percent
Liberia,GDP Annual Growth Rate,4.7,4.8,106,-51.03,percent
Liberia,Unemployment Rate,2.9,3,15.9,1.9,percent
Liberia,Inflation Rate,6.15,6.2,31.3,-5.69,percent
Liberia,Interest Rate,17.5,20,30,4,percent
Liberia,Balance of Trade,-100,-50.65,78.16,-262,USD Million
Liberia,Current Account,78,-86.8,246,-1069,USD Million
Liberia,Current Account to GDP,-10.7,-8.4,8.91,-64.7,percent of GDP
Liberia,Government Debt to GDP,51,51.3,721,17.8,percent of GDP
Liberia,Government Budget,-6.9,-3.3,3.8,-8.4,percent of GDP
Liberia,GDP Annual Growth Rate,4.7,4.8,106,-51.03,percent
Liberia,GDP,4.33,4,4.33,0.75,USD Billion
Liberia,GDP per Capita,662,646,771,534,USD
Liberia,GDP per Capita PPP,1640,1600,1909,1323,USD
Liberia,GDP Constant Prices,3553,3398,3553,1716,USD Million
Liberia,GDP from Agriculture,1016,1009,1016,662,USD Million
Liberia,GDP from Manufacturing,212,199,245,186,USD Million
Liberia,GDP from Mining,665,622,665,0.8,USD Million
Liberia,GDP from Services,1363,1275,1510,653,USD Million
Liberia,Unemployment Rate,2.9,3,15.9,1.9,percent
Liberia,Population,5.42,5.3,5.42,1.14,Million
Liberia,Inflation Rate,6.15,6.2,31.3,-5.69,percent
Liberia,Food Inflation,11.59,12.8,39.24,-7.05,percent
Liberia,Consumer Price Index CPI,713,698,722,99.7,points
Liberia,CPI Housing Utilities,293,292,306,99.2,points
Liberia,CPI Transportation,1331,1338,1338,99.64,points
Liberia,Inflation Rate MoM,2.07,0.1,7.5,-6.2,percent
Liberia,Interest Rate,17.5,20,30,4,percent
Liberia,Money Supply M1,177874,162299,177874,13811,LRD Million
Liberia,Money Supply M2,246457,227613,246457,19310,LRD Million
Liberia,Balance of Trade,-100,-50.65,78.16,-262,USD Million
Liberia,Current Account,78,-86.8,246,-1069,USD Million
Liberia,Current Account to GDP,-10.7,-8.4,8.91,-64.7,percent of GDP
Liberia,Exports,89.94,113,113,0,USD Million
Liberia,Imports,190,164,342,3.4,USD Million
Liberia,External Debt,1498,1395,1682,223,USD Million
Liberia,Remittances,57.9,59.5,175,22.58,USD Million
Liberia,Terrorism Index,0,0,3.01,0,Points
Liberia,Government Debt to GDP,51,51.3,721,17.8,percent of GDP
Liberia,Government Budget,-6.9,-3.3,3.8,-8.4,percent of GDP
Liberia,Corruption Index,25,26,41,21,Points
Liberia,Corruption Rank,145,142,150,75,
Liberia,Military Expenditure,37.2,36.8,43.4,2.7,USD Million
Liberia,Withholding Tax Rate,15,15,15,15,percent
Liberia,Cement Production,58621,66853,68943,225,Tonnes
Liberia,Bank Lending Rate,12.44,12.44,25,12.4,percent
Libya,Currency,4.74,4.74,5.06,1.16,
Libya,GDP Annual Growth Rate,12.6,-3.7,104,-62.1,percent
Libya,Unemployment Rate,18.5,19.3,19.7,18.5,percent
Libya,Inflation Rate,2.3,2,31.6,-6.1,percent
Libya,Interest Rate,3,3,5,3,percent
Libya,Balance of Trade,96391,69029,96391,-14121,LYD Million
Libya,Current Account,44100,21801,45983,-24172,LYD Million
Libya,Current Account to GDP,20.6,13.3,55.2,-41.8,percent of GDP
Libya,Government Debt to GDP,83,155,155,6.3,percent of GDP
Libya,Government Budget,8.5,23.6,38.2,-30.5,percent of GDP
Libya,Corporate Tax Rate,20,20,40,20,percent
Libya,Personal Income Tax Rate,10,10,15,10,percent
Libya,GDP Annual Growth Rate,12.6,-3.7,104,-62.1,percent
Libya,GDP,50.49,55.94,92.54,20.48,USD Billion
Libya,GDP per Capita,9861,10141,13729,4042,USD
Libya,GDP per Capita PPP,17704,18206,24648,7256,USD
Libya,Unemployment Rate,18.5,19.3,19.7,18.5,percent
Libya,Population,6.89,6.81,6.89,1.43,million
Libya,Inflation Rate,2.3,2,31.6,-6.1,percent
Libya,Food Inflation,3.45,3.36,52.64,-12.12,percent
Libya,Consumer Price Index CPI,302,301,302,78,points
Libya,CPI Housing Utilities,195,195,195,143,points
Libya,CPI Transportation,218,218,218,133,points
Libya,Inflation Rate MoM,0.2,0.4,9.7,-3.8,percent
Libya,Interest Rate,3,3,5,3,percent
Libya,Money Supply M0,91817,88315,104620,4189,LYD Million
Libya,Banks Balance Sheet,177689,172224,177689,13552,LYD Million
Libya,Money Supply M1,146384,142205,148983,8934,LYD Million
Libya,Money Supply M2,149010,144834,152242,13136,LYD Million
Libya,Balance of Trade,96391,69029,96391,-14121,LYD Million
Libya,Current Account,44100,21801,45983,-24172,LYD Million
Libya,Current Account to GDP,20.6,13.3,55.2,-41.8,percent of GDP
Libya,Exports,190785,145337,190785,2449,LYD Million
Libya,Imports,94394,76307,94394,2106,LYD Million
Libya,Capital Flows,-18667,-16812,515,-23905,LYD Million
Libya,Gold Reserves,147,147,147,117,Tonnes
Libya,Crude Oil Production,956,1175,2370,7,BBL/D/1K
Libya,Foreign Direct Investment,3078,-1014,3078,-3358,LYD Million
Libya,Terrorism Index,2.47,4.73,7.19,0,Points
Libya,Government Debt to GDP,83,155,155,6.3,percent of GDP
Libya,Government Budget,8.5,23.6,38.2,-30.5,percent of GDP
Libya,Corruption Index,18,17,27,14,Points
Libya,Corruption Rank,170,171,173,105,
Libya,Fiscal Expenditure,125726,127874,127874,23366,LYD Million
Libya,Government Budget Value,191,6502,28626,-22271,LYD Million
Libya,Government Revenues,125918,134376,134376,8845,LYD Million
Libya,Corporate Tax Rate,20,20,40,20,percent
Libya,Personal Income Tax Rate,10,10,15,10,percent
Libya,Social Security Rate,15,15,15,15,percent
Libya,Social Security Rate For Companies,11.25,11.25,11.25,11.25,percent
Libya,Social Security Rate For Employees,3.75,3.75,3.75,3.75,percent
Libya,Crude Oil Rigs,18,18,21,0,
Liechtenstein,Currency,0.84,0.84,4.32,0.71,
Liechtenstein,GDP Annual Growth Rate,-0.2,17.2,17.2,-10.9,percent
Liechtenstein,Population,0.04,0.04,0.04,0.02,Million
Liechtenstein,Retirement Age Women,65,65,65,63,Years
Liechtenstein,Retirement Age Men,65,65,65,64,Years
Liechtenstein,Unemployment Rate,1.4,1.3,3.2,1.3,percent
Liechtenstein,Inflation Rate,1.1,1.3,6.53,-1.4,percent
Liechtenstein,Balance of Trade,414,406,462,188,CHF Million
Liechtenstein,Exports,811,786,948,297,CHF Million
Liechtenstein,Imports,396,380,983,150,CHF Million
Liechtenstein,Asylum Applications,0,5,25,0,persons
Liechtenstein,Credit Rating,100,,,,
Liechtenstein,Car Registrations,119,111,2138,82,Units
Liechtenstein,Corporate Tax Rate,12.5,12.5,12.5,12.5,percent
Liechtenstein,Personal Income Tax Rate,22.4,22.4,24,17.01,percent
Liechtenstein,Sales Tax Rate,8.1,7.7,8.1,7.6,percent
Liechtenstein,Withholding Tax Rate,0,0,0,0,percent
Liechtenstein,Temperature,9.05,7.44,9.05,5.11,celsius
Liechtenstein,GDP Annual Growth Rate,-0.2,17.2,17.2,-10.9,percent
Liechtenstein,Population,0.04,0.04,0.04,0.02,Million
Liechtenstein,Retirement Age Women,65,65,65,63,Years
Liechtenstein,Retirement Age Men,65,65,65,64,Years
Liechtenstein,Unemployment Rate,1.4,1.3,3.2,1.3,percent
Liechtenstein,Inflation Rate,1.1,1.3,6.53,-1.4,percent
Liechtenstein,Balance of Trade,414,406,462,188,CHF Million
Liechtenstein,Exports,811,786,948,297,CHF Million
Liechtenstein,Imports,396,380,983,150,CHF Million
Liechtenstein,Asylum Applications,0,5,25,0,persons
Liechtenstein,Credit Rating,100,,,,
Liechtenstein,Corporate Tax Rate,12.5,12.5,12.5,12.5,percent
Liechtenstein,Personal Income Tax Rate,22.4,22.4,24,17.01,percent
Liechtenstein,Sales Tax Rate,8.1,7.7,8.1,7.6,percent
Liechtenstein,Withholding Tax Rate,0,0,0,0,percent
Liechtenstein,Car Registrations,119,111,2138,82,Units
Lithuania,Currency,1.12,1.12,1.87,0.64,
Lithuania,Stock Market,1010,1010,1041,63.18,points
Lithuania,GDP Growth Rate,0.7,0.9,6.1,-12.9,percent
Lithuania,GDP Annual Growth Rate,1.8,3,12.3,-15.7,percent
Lithuania,Unemployment Rate,8.5,8.2,16.4,2.7,percent
Lithuania,Inflation Rate,0.7,0.9,707,-2,percent
Lithuania,Inflation Rate MoM,-0.4,-0.1,53.99,-1.3,percent
Lithuania,Interest Rate,3.65,4.25,4.75,0,percent
Lithuania,Balance of Trade,-631,-423,126,-949,EUR Million
Lithuania,Current Account,-30.7,399,531,-744,EUR Million
Lithuania,Current Account to GDP,1.9,-5.5,7.3,-15.3,percent of GDP
Lithuania,Government Debt to GDP,38.3,38.1,46.2,11.5,percent of GDP
Lithuania,Government Budget,-0.8,-0.6,0.5,-11.8,percent of GDP
Lithuania,Business Confidence,-10,-10.1,14,-38,points
Lithuania,Consumer Confidence,4,7,9,-56,points
Lithuania,Retail Sales MoM,0.2,1.4,14.5,-14.1,percent
Lithuania,Corporate Tax Rate,15,15,20,15,percent
Lithuania,Personal Income Tax Rate,32,20,33,15,percent
Lithuania,GDP Growth Rate,0.7,0.9,6.1,-12.9,percent
Lithuania,GDP Annual Growth Rate,1.8,3,12.3,-15.7,percent
Lithuania,GDP,77.84,71.01,77.84,7,USD Billion
Lithuania,GDP Constant Prices,12026,11937,12026,7095,EUR Million
Lithuania,Gross National Product,70213,65046,70213,3366,EUR Million
Lithuania,Gross Fixed Capital Formation,2794,2514,3364,760,EUR Million
Lithuania,GDP per Capita,18214,18535,18535,4936,USD
Lithuania,GDP per Capita PPP,46210,47025,47025,12031,USD
Lithuania,Full Year GDP Growth,-0.3,4.8,11.1,-14.8,percent
Lithuania,Unemployment Rate,8.5,8.2,16.4,2.7,percent
Lithuania,Employed Persons,1472,1433,1497,1222,Thousand
Lithuania,Unemployed Persons,157,155,331,58.2,Thousand
Lithuania,Labor Force Participation Rate,63.8,63.1,63.9,54.7,percent
Lithuania,Long Term Unemployment Rate,1.9,2.4,10.8,0.8,percent
Lithuania,Youth Unemployment Rate,19,21.4,36.2,7.6,percent
Lithuania,Labour Costs,149,145,149,27.3,points
Lithuania,Job Vacancies,29019,27372,29019,4157,
Lithuania,Wages,2161,2110,2161,298,EUR/Month
Lithuania,Minimum Wages,924,924,924,92.14,EUR/Month
Lithuania,Wages in Manufacturing,2090,2061,2090,576,EUR/Month
Lithuania,Population,2.89,2.86,3.71,2.76,Million
Lithuania,Retirement Age Women,64.33,64,64.33,59,Years
Lithuania,Retirement Age Men,64.67,64.5,64.67,62.5,Years
Lithuania,Job Vacancy Rate,2.1,2,2.2,0.4,percent
Lithuania,Employment Change,1.1,0.2,2.2,-3,percent
Lithuania,Employment Rate,74.2,72.2,75.2,56.3,percent
Lithuania,Full Time Employment,1312,1273,1334,1096,Thousand
Lithuania,Part Time Employment,84.2,85.7,170,68.4,Thousand
Lithuania,Productivity,117,117,125,41.43,points
Lithuania,Inflation Rate,0.7,0.9,707,-2,percent
Lithuania,Inflation Rate MoM,-0.4,-0.1,53.99,-1.3,percent
Lithuania,Consumer Price Index CPI,153,153,154,0.2,points
Lithuania,Harmonised Consumer Prices,150,151,151,53.84,points
Lithuania,Core Consumer Prices,145,145,145,61.45,points
Lithuania,Core Inflation Rate,2.8,2.9,14.1,-2.9,percent
Lithuania,GDP Deflator,160,154,160,66.79,points
Lithuania,Producer Prices,119,121,134,52.6,points
Lithuania,Export Prices,110,110,118,77.6,points
Lithuania,Import Prices,114,114,139,77.8,points
Lithuania,Harmonised Inflation Rate MoM,-0.5,-0.1,4.3,-1.3,percent
Lithuania,Harmonised Inflation Rate YoY,0.8,1.1,31.5,-1.9,percent
Lithuania,Producer Price Inflation MoM,-1.5,0.5,6,-10.1,percent
Lithuania,CPI Housing Utilities,157,157,195,0.51,points
Lithuania,CPI Transportation,142,143,150,2.7,points
Lithuania,Food Inflation,-0.8,-1.1,911,-7.3,percent
Lithuania,Producer Prices Change,-2.9,0.2,33.7,-19.5,percent
Lithuania,Interest Rate,3.65,4.25,4.75,0,percent
Lithuania,Interbank Rate,3.66,3.66,21.75,-0.58,percent
Lithuania,Money Supply M0,8175,8167,8207,53.3,EUR Million
Lithuania,Money Supply M1,35634,35157,39547,343,EUR Million
Lithuania,Money Supply M2,54015,53463,54015,774,EUR Million
Lithuania,Money Supply M3,54014,53380,54014,774,EUR Million
Lithuania,Banks Balance Sheet,67965,67159,67965,1426,EUR Million
Lithuania,Foreign Exchange Reserves,5607,5580,8958,107,USD Million
Lithuania,Loans to Private Sector,11461,11110,11461,530,EUR Million
Lithuania,Central Bank Balance Sheet,30713,30938,38230,669,EUR Million
Lithuania,Balance of Trade,-631,-423,126,-949,EUR Million
Lithuania,Current Account,-30.7,399,531,-744,EUR Million
Lithuania,Current Account to GDP,1.9,-5.5,7.3,-15.3,percent of GDP
Lithuania,Exports,3105,2938,4353,136,EUR Million
Lithuania,Imports,3735,3361,5209,153,EUR Million
Lithuania,External Debt,49233,47498,49233,7278,EUR Million
Lithuania,Capital Flows,1389,320,1389,-928,EUR Million
Lithuania,Remittances,192,222,428,75.89,EUR Million
Lithuania,Gold Reserves,5.82,5.82,5.82,5.78,Tonnes
Lithuania,External Debt to GDP,71,68,86,65,percent of GDP
Lithuania,Natural Gas Imports,11161,17586,28490,3163,Terajoule
Lithuania,Crude Oil Production,1,1,9.9,0.7,BBL/D/1K
Lithuania,Foreign Direct Investment,-67.44,743,2586,-610,EUR Million
Lithuania,Terrorism Index,0.06,0.51,1.73,0,Points
Lithuania,Tourism Revenues,181,198,389,25,EUR Million
Lithuania,Tourist Arrivals,285,297,755,42,Thousand
Lithuania,Government Debt to GDP,38.3,38.1,46.2,11.5,percent of GDP
Lithuania,Government Budget,-0.8,-0.6,0.5,-11.8,percent of GDP
Lithuania,Government Budget Value,-113,-1263,756,-1806,EUR Million
Lithuania,Government Spending,1685,1715,1734,1423,EUR Million
Lithuania,Government Spending to GDP,38.2,36.3,50.3,33.2,percent of GDP
Lithuania,Government Revenues,6521,7441,7441,1106,EUR Million
Lithuania,Government Debt,29122,27937,29122,3249,EUR Million
Lithuania,Fiscal Expenditure,6634,8704,8704,1164,EUR Million
Lithuania,Asylum Applications,30,20,1460,0,persons
Lithuania,Corruption Index,61,62,62,38,Points
Lithuania,Corruption Rank,34,33,58,32,
Lithuania,Credit Rating,76,,,,
Lithuania,Military Expenditure,2161,1734,2161,20.8,USD Million
Lithuania,Corporate Tax Rate,15,15,20,15,percent
Lithuania,Personal Income Tax Rate,32,20,33,15,percent
Lithuania,Sales Tax Rate,21,21,21,18,percent
Lithuania,Social Security Rate,21.27,21.27,41.98,21.27,percent
Lithuania,Social Security Rate For Companies,1.77,1.77,31.18,1.77,percent
Lithuania,Social Security Rate For Employees,19.5,19.5,19.5,3,percent
Lithuania,Withholding Tax Rate,10,10,10,10,percent
Lithuania,Business Confidence,-10,-10.1,14,-38,points
Lithuania,Industrial Production,3.4,11.1,38.1,-26,percent
Lithuania,Industrial Production Mom,3.3,0.7,22.1,-17.4,percent
Lithuania,Manufacturing Production,4.6,5.8,37.7,-31.1,percent
Lithuania,Capacity Utilization,71.5,70.3,78.7,43.9,percent
Lithuania,Changes in Inventories,-1197,-1353,2104,-1603,EUR Million
Lithuania,Car Registrations,2098,2700,4682,435,Units
Lithuania,Electric Car Registrations,105,159,240,72,Units
Lithuania,Bankruptcies,299,264,898,113,Companies
Lithuania,Electricity Production,408,361,1406,155,Gigawatt-hour
Lithuania,Mining Production,13.1,5.8,56.4,-47.9,percent
Lithuania,Consumer Confidence,4,7,9,-56,points
Lithuania,Retail Sales MoM,0.2,1.4,14.5,-14.1,percent
Lithuania,Retail Sales YoY,3.8,7.6,36.1,-26.3,percent
Lithuania,Consumer Spending,6864,7334,7418,4078,EUR Million
Lithuania,Personal Savings,4.85,10.91,14.55,-4.07,percent
Lithuania,Private Sector Credit,26663,26176,26663,583,EUR Million
Lithuania,Consumer Credit,1229,1205,1305,63.2,EUR Million
Lithuania,Gasoline Prices,1.4,1.55,2,0.35,USD/Liter
Lithuania,Households Debt to GDP,21.95,21.74,32.64,4.82,percent of GDP
Lithuania,Households Debt to Income,35.54,36.24,45.44,2.2,percent
Lithuania,Housing Index,228,220,228,82.75,points
Lithuania,House Price Index YoY,9.9,8.3,32.6,-33,percent
Lithuania,Building Permits,1289,1150,2973,278,Units
Lithuania,Home Ownership Rate,88.8,88.6,93.6,88.3,percent
Lithuania,Price to Rent Ratio,132,130,203,92.24,
Lithuania,Residential Property Prices,9.9,8.33,55.63,-32.99,Percent
Lithuania,Natural Gas Stocks Capacity,1.14,1.14,1.14,1.14,TWh
Lithuania,Natural Gas Stocks Inventory,0.07,0.07,1.13,0,TWh
Lithuania,Hospital Beds,6.05,6.01,12.81,6.01,per 1000 people
Lithuania,Hospitals,27.91,33.91,59.77,32.06,per one million people
Lithuania,Medical Doctors,4.47,4.48,4.6,1.77,per 1000 people
Lithuania,Nurses,7.84,7.81,9.94,7.27,per 1000 people
Lithuania,ICU Beds,5.06,5.3,11.06,5.2,per 1000 people
Luxembourg,Currency,1.12,1.12,1.87,0.64,
Luxembourg,Stock Market,1434,1429,2590,640,points
Luxembourg,GDP Growth Rate,0.6,0.7,8.46,-6.9,percent
Luxembourg,GDP Annual Growth Rate,0.3,-0.2,12.5,-7.5,percent
Luxembourg,Unemployment Rate,5.8,5.8,7.2,1.4,percent
Luxembourg,Inflation Rate,1.73,1.98,7.4,-1.35,percent
Luxembourg,Interest Rate,3.65,4.25,4.75,0,percent
Luxembourg,Balance of Trade,-0.72,-0.63,-0.03,-1.06,EUR Billion
Luxembourg,Current Account,2503,1565,4134,-2012,EUR Million
Luxembourg,Current Account to GDP,6.8,7.7,12.7,4.5,percent of GDP
Luxembourg,Government Debt to GDP,25.7,24.7,25.7,7.4,percent of GDP
Luxembourg,Government Budget,-1.3,-0.3,5.6,-3.4,percent of GDP
Luxembourg,Business Confidence,90.1,89.3,127,72,points
Luxembourg,Consumer Confidence,-13.4,-12.1,3.7,-29.8,points
Luxembourg,Retail Sales MoM,-2.1,-3.1,42,-61.3,percent
Luxembourg,Corporate Tax Rate,24.94,24.94,40.29,24.94,percent
Luxembourg,Personal Income Tax Rate,42,42,51.3,39,percent
Luxembourg,GDP Growth Rate,0.6,0.7,8.46,-6.9,percent
Luxembourg,GDP Annual Growth Rate,0.3,-0.2,12.5,-7.5,percent
Luxembourg,GDP,85.76,81.64,85.76,0.71,USD Billion
Luxembourg,GDP Constant Prices,15968,15881,16338,6591,EUR Million
Luxembourg,Gross Fixed Capital Formation,2541,2614,4054,991,EUR Million
Luxembourg,GDP per Capita,105997,109715,112418,27861,USD
Luxembourg,GDP per Capita PPP,132414,137059,140436,82483,USD
Luxembourg,Full Year GDP Growth,-1.1,1.4,8.2,-3.2,percent
Luxembourg,Unemployment Rate,5.8,5.8,7.2,1.4,percent
Luxembourg,Employed Persons,512827,514538,520405,214283,
Luxembourg,Unemployed Persons,17735,17901,20253,821,
Luxembourg,Long Term Unemployment Rate,1.3,1.5,2.6,0.4,percent
Luxembourg,Youth Unemployment Rate,20.3,20.3,26.7,2.7,percent
Luxembourg,Labour Costs,138,195,195,85.9,points
Luxembourg,Job Vacancies,2820,3470,5263,474,
Luxembourg,Wages,6743,6282,6743,2176,EUR/Month
Luxembourg,Minimum Wages,2571,2571,2571,1162,EUR/Month
Luxembourg,Population,0.66,0.65,0.66,0.31,Million
Luxembourg,Retirement Age Women,65,65,65,60,Years
Luxembourg,Retirement Age Men,65,65,65,60,Years
Luxembourg,Job Vacancy Rate,1.6,1.5,2.7,0.2,percent
Luxembourg,Employment Change,0.3,0.2,1.9,-0.6,percent
Luxembourg,Employment Rate,70.1,69.8,70.9,58.1,percent
Luxembourg,Full Time Employment,264,265,265,154,Thousand
Luxembourg,Labor Force Participation Rate,74.9,74,74.9,51.4,percent
Luxembourg,Part Time Employment,56,53,60.7,16,Thousand
Luxembourg,Productivity,97.54,96.17,109,84.48,points
Luxembourg,Wages in Manufacturing,115,155,155,83.4,points
Luxembourg,Inflation Rate,1.73,1.98,7.4,-1.35,percent
Luxembourg,Consumer Price Index CPI,124,122,124,67.64,points
Luxembourg,Harmonised Consumer Prices,126,125,126,65.25,points
Luxembourg,Core Consumer Prices,123,121,123,68.97,points
Luxembourg,Core Inflation Rate,2.33,2.04,5.17,-0.83,percent
Luxembourg,GDP Deflator,129,123,129,53,points
Luxembourg,Producer Prices,124,124,146,48.89,points
Luxembourg,Harmonised Inflation Rate MoM,1,-0.4,2.4,-1.9,percent
Luxembourg,Harmonised Inflation Rate YoY,1.7,2.7,10.3,-1.6,percent
Luxembourg,CPI Housing Utilities,122,122,123,97.48,points
Luxembourg,CPI Transportation,121,121,123,98.21,points
Luxembourg,Food Inflation,1.05,1.47,13.27,-1.14,percent
Luxembourg,Inflation Rate MoM,1.2,-0.6,2.2,-1.66,percent
Luxembourg,Producer Prices Change,-4.1,-6,32.8,-14,percent
Luxembourg,Interest Rate,3.65,4.25,4.75,0,percent
Luxembourg,Money Supply M0,5.4,5.4,5.4,0,EUR Billion
Luxembourg,Money Supply M1,292,291,374,31.1,EUR Billion
Luxembourg,Money Supply M2,387,386,415,126,EUR Billion
Luxembourg,Money Supply M3,512,497,519,143,EUR Billion
Luxembourg,Banks Balance Sheet,1502135,1496903,1509042,711466,EUR Million
Luxembourg,Foreign Exchange Reserves,2721,2743,2783,-19.97,EUR Million
Luxembourg,Loans to Private Sector,26105,26390,30597,3865,EUR Million
Luxembourg,Central Bank Balance Sheet,280512,276154,394291,19078,EUR Million
Luxembourg,Private Debt to GDP,449,488,488,145,percent
Luxembourg,Balance of Trade,-0.72,-0.63,-0.03,-1.06,EUR Billion
Luxembourg,Current Account,2503,1565,4134,-2012,EUR Million
Luxembourg,Current Account to GDP,6.8,7.7,12.7,4.5,percent of GDP
Luxembourg,Exports,1.23,1.26,1.54,0.33,EUR Billion
Luxembourg,Imports,1.95,1.89,2.44,0.36,EUR Billion
Luxembourg,External Debt,452147,437869,738436,63487,EUR Million
Luxembourg,Capital Flows,1561,1357,4542,-1911,EUR Million
Luxembourg,Gold Reserves,2.24,2.24,2.39,2.24,Tonnes
Luxembourg,External Debt to GDP,4391,4321,7612,4321,percent of GDP
Luxembourg,Natural Gas Imports,804,1154,6407,804,Terajoule
Luxembourg,Foreign Direct Investment,42877,-122111,287336,-368703,EUR Million
Luxembourg,Government Debt to GDP,25.7,24.7,25.7,7.4,percent of GDP
Luxembourg,Government Budget,-1.3,-0.3,5.6,-3.4,percent of GDP
Luxembourg,Government Budget Value,-993,-222,1790,-2222,EUR Million
Luxembourg,Government Spending,3064,3014,3064,1147,EUR Million
Luxembourg,Government Spending to GDP,48.1,43.9,48.1,37.4,percent of GDP
Luxembourg,Government Revenues,37152,33802,37152,6838,EUR Million
Luxembourg,Fiscal Expenditure,38145,34024,38145,6417,EUR Million
Luxembourg,Asylum Applications,130,155,430,25,persons
Luxembourg,Corruption Index,78,77,90,68.5,Points
Luxembourg,Corruption Rank,9,10,19,7,
Luxembourg,Credit Rating,100,,,,
Luxembourg,Military Expenditure,662,510,662,2.2,USD Million
Luxembourg,Corporate Tax Rate,24.94,24.94,40.29,24.94,percent
Luxembourg,Personal Income Tax Rate,42,42,51.3,39,percent
Luxembourg,Sales Tax Rate,17,17,17,15,percent
Luxembourg,Social Security Rate,27.9,27.62,27.9,23.27,percent
Luxembourg,Social Security Rate For Companies,15.45,15.17,15.45,11.42,percent
Luxembourg,Social Security Rate For Employees,12.45,12.45,12.45,10.22,percent
Luxembourg,Withholding Tax Rate,0,0,0,0,percent
Luxembourg,Business Confidence,90.1,89.3,127,72,points
Luxembourg,Industrial Production,-0.65,-1.36,41.5,-31.7,percent
Luxembourg,Manufacturing Production,-3.3,-3.2,46.5,-35,percent
Luxembourg,Capacity Utilization,76,75.3,87.8,49.9,percent
Luxembourg,New Orders,-3,-37.7,53.7,-75.8,points
Luxembourg,Changes in Inventories,0.52,0.59,1.56,-0.26,EUR Billion
Luxembourg,Bankruptcies,935,1006,1232,102,Companies
Luxembourg,Car Registrations,2911,4290,6419,1166,Units
Luxembourg,Electric Car Registrations,873,1255,1260,350,Units
Luxembourg,New Passenger Car Registrations YoY,-14.7,1.9,263,-78.9,percent
Luxembourg,Electricity Production,235,240,381,31,Gigawatt-hour
Luxembourg,Mining Production,-1.9,-8.9,152,-62.5,percent
Luxembourg,Consumer Confidence,-13.4,-12.1,3.7,-29.8,points
Luxembourg,Retail Sales MoM,-2.1,-3.1,42,-61.3,percent
Luxembourg,Retail Sales YoY,2.14,9.06,64.3,-75.67,percent
Luxembourg,Consumer Spending,5062,4998,5062,2174,EUR Million
Luxembourg,Personal Savings,18.14,18.18,25.71,9.75,percent
Luxembourg,Consumer Credit,1882,1845,1884,634,EUR Million
Luxembourg,Bank Lending Rate,4.5,4.47,6.24,1.3,percent
Luxembourg,Gasoline Prices,1.61,1.65,2.05,0.75,USD/Liter
Luxembourg,Households Debt to GDP,68.2,68.9,69.8,35.6,percent of GDP
Luxembourg,Households Debt to Income,181,182,182,145,percent
Luxembourg,Construction Output,-9.4,-4.6,94.6,-50,percent
Luxembourg,Housing Index,161,162,192,72.67,points
Luxembourg,House Price Index YoY,-10.9,-14.5,17.2,-14.5,percent
Luxembourg,Home Ownership Rate,67.6,72.4,74.7,67.6,percent
Luxembourg,Price to Rent Ratio,145,149,176,82.41,
Luxembourg,Residential Property Prices,-10.93,-14.47,17.17,-14.47,Percent
Luxembourg,Hospital Beds,4.18,4.26,6.39,4.2,per 1000 people
Luxembourg,Hospitals,15.75,16.13,30.1,15.9,per one million people
Luxembourg,Medical Doctors,2.98,2.88,2.98,2.42,per 1000 people
Luxembourg,Nurses,11.98,11.98,12.28,10.83,per 1000 people
Luxembourg,ICU Beds,3.22,3.29,5.02,3.25,per 1000 people
Macao,Currency,8,8.01,8.16,7.68,
Macao,GDP Annual Growth Rate,6.9,25.7,120,-66.4,percent
Macao,Unemployment Rate,1.7,1.7,7.1,1.7,percent
Macao,Inflation Rate,0.74,0.82,9.49,-3.65,percent
Macao,Interest Rate,5.25,5.75,8,0.5,percent
Macao,Balance of Trade,-9257800,-9399100,634540,-14558270,Thousand MOP
Macao,Current Account,136713,22948,161958,14077,MOP Million
Macao,Current Account to GDP,11.4,8.7,40.4,8.7,percent of GDP
Macao,Corporate Tax Rate,12,12,12,12,percent
Macao,Personal Income Tax Rate,12,12,12,12,percent
Macao,GDP Annual Growth Rate,6.9,25.7,120,-66.4,percent
Macao,GDP,47.06,24.46,55.19,1.13,USD Billion
Macao,GDP Constant Prices,93600,98176,140944,28019,MOP Million
Macao,Gross Fixed Capital Formation,12793,13180,26714,1108,MOP Thousand
Macao,GDP per Capita,57932,32504,98752,22840,USD
Macao,GDP per Capita PPP,102020,57240,173906,52834,USD
Macao,Full Year GDP Growth,80.5,-21.4,80.5,-54.2,percent
